Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,UUID,Engagement Level,User Segment,User Value,Preferred Content Type,Primary Discovery Method,Categorized Mood,Satisfied with Podcast Variety
12-20,Others,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,Rap,Night,Sadness or melancholy,leisure time,Others,2,Rarely,Health and Fitness,Story telling,unknown Podcasters,Both,Dissatisfied,33b2708b-7b83-45b8-8c6f-ea75fc92217d,Moderately Engaged,Emerging User,Standard,Music,Others,Sadness/Melancholy,Not Satisfied
12-20,Female,1 year to 2 years,Computer or laptop,Premium (paid subscription),No,Individual Plan- Rs 119/ month,Music,classical,Morning,Relaxation and stress relief,Study Hours,Playlists,2,Once a week,Health and Fitness,Interview,Well known individuals,Both,Ok,8812cc4a-7f57-4a56-85f6-eed3033cb4b3,Low Engagement,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
12-20,Female,6 months to 1 year,Smart speakers or voice assistants,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,Sadness or melancholy,"Study Hours, While Traveling",Playlists,2,Several times a week,Comedy,Educational,Both,Longer,Satisfied,e513b9a5-4752-4a8f-a521-41a866f5dc93,Low Engagement,Emerging User,Standard,Music,Playlists,Sadness/Melancholy,Satisfied
12-20,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,Duo plan- Rs 149/month,Music,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,2,Several times a week,Sports,Conversational,unknown Podcasters,Longer,Satisfied,24777b0c-1b15-445e-a0e3-5450cc934e38,Moderately Engaged,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Satisfied
20-35,Female,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,Rap,Afternoon,Uplifting and motivational,While Traveling,Radio,4,Several times a week,Lifestyle and Health,Story telling,Both,Longer,Satisfied,ce7fad3c-c896-4c82-8ff7-0e039e7bcd6c,Moderately Engaged,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Satisfied
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,2,Once a week,Health and Fitness,Interview,Both,Longer,Very Satisfied,91a023dd-050d-4d72-aacd-da24dd48753e,Moderately Engaged,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Satisfied
20-35,Others,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,2,Once a week,Health and Fitness,Interview,Both,Longer,Ok,cd17d11d-60b2-416f-99d6-d23a4aef67c1,Moderately Engaged,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Not Satisfied
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,classical,Afternoon,Sadness or melancholy,While Traveling,Radio,3,Once a week,Sports,Interview,Well known individuals,Longer,Ok,7c5a6f8e-ba5f-4b53-8d2d-e1a9cafc6ab8,Moderately Engaged,Loyal User,Standard,Music,Radio,Sadness/Melancholy,Not Satisfied
20-35,Female,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,Rap,Morning,Uplifting and motivational,While Traveling,Radio,2,Rarely,Health and Fitness,Story telling,unknown Podcasters,Longer,Ok,fd8fb4a0-da4e-46a7-ac66-80931ba4bde4,Moderately Engaged,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Not Satisfied
35-60,Female,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Rap,Afternoon,Sadness or melancholy,While Traveling,Others,3,Once a week,Health and Fitness,Conversational,Both,Both,Dissatisfied,53ac1034-ebff-437a-94af-638b912abba8,Moderately Engaged,Emerging User,Standard,Music,Others,Sadness/Melancholy,Not Satisfied
35-60,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,Sadness or melancholy,"Study Hours, Workout session","Playlists, Radio",3,Once a week,Sports,Interview,Both,Longer,Satisfied,8e0211ee-9a25-4a68-b996-33aef5065ef2,Low Engagement,Emerging User,Standard,Music,Playlists,Sadness/Melancholy,Satisfied
20-35,Others,6 months to 1 year,Smart speakers or voice assistants,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Rap,Night,Uplifting and motivational,Study Hours,Playlists,3,Rarely,Lifestyle and Health,Story telling,Both,Longer,Very Satisfied,a4c68ab3-ca64-40ab-8a02-d1574edac0e6,Low Engagement,Emerging User,Standard,Music,Playlists,Uplifting/Motivational,Satisfied
20-35,Female,1 year to 2 years,Wearable devices,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Electronic/Dance,Afternoon,Sadness or melancholy,Workout session,Radio,3,Rarely,Sports,Conversational,Both,Both,Satisfied,cda473e4-b4a8-4333-a703-f82a84e6b891,Moderately Engaged,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Satisfied
12-20,Female,6 months to 1 year,Smart speakers or voice assistants,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,Sadness or melancholy,Workout session,Radio,3,Rarely,Sports,Story telling,unknown Podcasters,Both,Satisfied,829bed1e-00bc-4b65-9849-7f6e0ac089c9,Moderately Engaged,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Satisfied
35-60,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,Family Plan-Rs 179/month,Podcast,Melody,Morning,Uplifting and motivational,Workout session,Radio,4,Rarely,Lifestyle and Health,Interview,Well known individuals,Both,Ok,bcd4b62d-d188-41d3-9513-0dcc7b82d2e8,Moderately Engaged,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Not Satisfied
20-35,Female,Less than 6 months,Computer or laptop,Premium (paid subscription),No,Duo plan- Rs 149/month,Music,classical,Afternoon,Uplifting and motivational,Workout session,Others,2,Once a week,Sports,Unknown,unknown Podcasters,Both,Ok,e066c441-a523-4cc6-93fb-b75b6c6949d8,Moderately Engaged,New User,Standard,Music,Others,Uplifting/Motivational,Not Satisfied
20-35,Female,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,classical,Morning,Uplifting and motivational,"Study Hours, leisure time","Playlists, Radio, Others",3,Once a week,Lifestyle and Health,Interview,Both,Both,Ok,13c01fc4-d2e4-4316-8bbb-25a37fee6080,Low Engagement,Emerging User,Standard,Music,Playlists,Uplifting/Motivational,Not Satisfied
20-35,Male,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,Family Plan-Rs 179/month,Podcast,classical,Afternoon,Uplifting and motivational,While Traveling,Radio,3,Rarely,Health and Fitness,Story telling,unknown Podcasters,Both,Ok,8bd9020b-db88-413e-8f89-a373d5062a6b,Moderately Engaged,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Not Satisfied
20-35,Female,1 year to 2 years,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,Family Plan-Rs 179/month,Podcast,Rap,Afternoon,Sadness or melancholy,"Study Hours, While Traveling",Playlists,3,Rarely,Sports,Conversational,Both,Both,Ok,6a8340af-dfa9-4c38-830f-7af102a776ac,Low Engagement,Emerging User,Standard,Music,Playlists,Sadness/Melancholy,Not Satisfied
12-20,Male,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Sadness or melancholy,Workout session,"Radio, Others",3,Rarely,Sports,Story telling,Well known individuals,Longer,Ok,1700754f-06f4-4f6d-ba04-213ff6d88f38,Moderately Engaged,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Not Satisfied
20-35,Others,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Rap,Afternoon,"Relaxation and stress relief, Sadness or melancholy","Study Hours, While Traveling, leisure time","recommendations, Radio, Others",3,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Ok,57eec81f-6e5d-4bf6-a97a-4e7e746fa257,Low Engagement,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Sadness/Melancholy",Not Satisfied
20-35,Female,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,classical,Night,"Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, leisure time",Radio,3,Rarely,Sports,Story telling,unknown Podcasters,Both,Satisfied,1cc7fd53-1f92-46f4-9b70-8647a85aff99,Low Engagement,Emerging User,Standard,Music,Radio,"Uplifting/Motivational, Sadness/Melancholy",Satisfied
12-20,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),No,Duo plan- Rs 149/month,Music,Rap,Afternoon,"Uplifting and motivational, Social gatherings or parties","Office hours, Study Hours, Workout session","Playlists, Radio, Others",2,Several times a week,Health and Fitness,Story telling,unknown Podcasters,Longer,Ok,b562e05a-4c9b-492c-8bcd-9b7a6cdb8a66,Low Engagement,Emerging User,Standard,Podcast,Playlists,"Social/Party, Uplifting/Motivational",Not Satisfied
12-20,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Family Plan-Rs 179/month,Podcast,Melody,Night,Sadness or melancholy,Study Hours,Radio,3,Once a week,Comedy,Interview,unknown Podcasters,Both,Ok,7bb21efb-8797-40f4-b262-c560388dd485,Low Engagement,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Not Satisfied
12-20,Female,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,Melody,Afternoon,Uplifting and motivational,Workout session,Radio,3,Rarely,Sports,Story telling,unknown Podcasters,Longer,Very Satisfied,cd9509ab-636f-482a-a1c0-e7a6ce6bc384,Moderately Engaged,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Satisfied
20-35,Male,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Afternoon,Relaxation and stress relief,While Traveling,"Playlists, Radio",2,Several times a week,Comedy,Story telling,Both,Longer,Ok,04c203c8-150e-4a98-a588-f5f17ab0bd62,Moderately Engaged,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Female,1 year to 2 years,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,classical,Afternoon,"Relaxation and stress relief, Sadness or melancholy","Office hours, While Traveling, Workout session","recommendations, Radio, Others",4,Several times a week,Lifestyle and Health,Story telling,unknown Podcasters,Both,Dissatisfied,42157836-2383-4262-99a7-416225ed3508,Low Engagement,Emerging User,Standard,Podcast,Recommendations,"Relaxation/Stress Relief, Sadness/Melancholy",Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Premium (paid subscription),Yes,Family Plan-Rs 179/month,Music,Melody,Afternoon,Sadness or melancholy,leisure time,Others,3,Rarely,Sports,Story telling,Both,Both,Ok,eeefa24d-151c-4aba-b7a8-f24f2400a43f,Moderately Engaged,Emerging User,Standard,Music,Others,Sadness/Melancholy,Not Satisfied
6-12,Others,More than 2 years,Computer or laptop,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Rap,Morning,Social gatherings or parties,Study Hours,Radio,3,Several times a week,Sports,Conversational,Well known individuals,Both,Satisfied,06ebed4d-09f5-4155-b9df-7c03c2a3b01d,Low Engagement,Loyal User,Standard,Music,Radio,Social/Party,Satisfied
12-20,Male,More than 2 years,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,classical,Afternoon,"Uplifting and motivational, Social gatherings or parties",While Traveling,Playlists,4,Rarely,Sports,Interview,Both,Both,Very Satisfied,24c77cc1-de65-41de-b35d-46553cb3a702,Moderately Engaged,Loyal User,Standard,Music,Playlists,"Social/Party, Uplifting/Motivational",Satisfied
6-12,Others,1 year to 2 years,Computer or laptop,Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Uplifting and motivational,Workout session,Playlists,4,Rarely,Sports,Story telling,unknown Podcasters,Both,Ok,13cc32e5-4eb1-4d77-9d45-6e592d7279a2,Moderately Engaged,Emerging User,Standard,Music,Playlists,Uplifting/Motivational,Not Satisfied
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,Sadness or melancholy,leisure time,Playlists,4,Rarely,Comedy,Story telling,unknown Podcasters,Longer,Satisfied,45698011-88d0-4a00-9de5-b4834448fa97,Moderately Engaged,Emerging User,Standard,Music,Playlists,Sadness/Melancholy,Satisfied
20-35,Male,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,classical,Afternoon,Uplifting and motivational,Study Hours,recommendations,3,Several times a week,Lifestyle and Health,Interview,Well known individuals,Longer,Ok,36749bf4-ff36-4541-8995-4dd564b075ed,Low Engagement,Emerging User,Standard,Music,Recommendations,Uplifting/Motivational,Not Satisfied
20-35,Male,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Podcast,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,4,Rarely,Sports,Conversational,Both,Both,Satisfied,472293ca-f5aa-45c7-b28f-73171a7ac1a4,Moderately Engaged,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Satisfied
20-35,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Sadness or melancholy,"Study Hours, Workout session",Radio,3,Several times a week,Health and Fitness,Story telling,Both,Shorter,Satisfied,de088e84-46e3-4d4e-b878-546bacd1c757,Low Engagement,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Satisfied
20-35,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Rap,Afternoon,Social gatherings or parties,While Traveling,Playlists,3,Once a week,Lifestyle and Health,Conversational,Both,Longer,Satisfied,41eda270-d1b4-4e43-a9d1-e97e11239bfe,Moderately Engaged,Emerging User,Standard,Music,Playlists,Social/Party,Satisfied
20-35,Female,6 months to 1 year,Smartphone,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Rap,Afternoon,Uplifting and motivational,"Office hours, While Traveling","recommendations, Playlists, Others",4,Several times a week,Sports,Story telling,Both,Longer,Satisfied,75df86b8-1a37-4e34-ae65-77d98f85bd2d,Low Engagement,Emerging User,Standard,Podcast,Recommendations,Uplifting/Motivational,Satisfied
12-20,Male,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Relaxation and stress relief,"While Traveling, leisure time",Radio,3,Once a week,Sports,Interview,Well known individuals,Both,Very Dissatisfied,7325e01d-ad7a-43aa-91c5-2de99a25d9bc,Moderately Engaged,Emerging User,Standard,Music,Radio,Relaxation/Stress Relief,Not Satisfied
12-20,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,,Music,Pop,Afternoon,Sadness or melancholy,While Traveling,Others,3,Rarely,Health and Fitness,Interview,unknown Podcasters,Both,Ok,35161a21-927e-4689-8588-8d8fdfd9b044,Moderately Engaged,Emerging User,Standard,Music,Others,Sadness/Melancholy,Not Satisfied
12-20,Others,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Music,classical,Afternoon,Uplifting and motivational,Study Hours,Radio,3,Rarely,Lifestyle and Health,Story telling,unknown Podcasters,Longer,Satisfied,fc168e4c-d54f-4516-9aa8-b1af9ef612bf,Low Engagement,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Satisfied
12-20,Male,More than 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Podcast,classical,Afternoon,Relaxation and stress relief,Study Hours,Playlists,3,Several times a week,Health and Fitness,Story telling,Well known individuals,Longer,Very Satisfied,d326a304-bdd9-4704-a2bb-c3f01f5743b5,Low Engagement,Loyal User,Standard,Music,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Female,1 year to 2 years,Wearable devices,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,classical,Morning,Uplifting and motivational,"Office hours, While Traveling","recommendations, Radio",3,Rarely,Health and Fitness,Story telling,Both,Longer,Satisfied,48311c5d-6550-47fb-988b-07dc8704a6ed,Low Engagement,Emerging User,Standard,Podcast,Recommendations,Uplifting/Motivational,Satisfied
20-35,Male,Less than 6 months,Smart speakers or voice assistants,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Music,classical,Morning,Uplifting and motivational,Workout session,Playlists,4,Rarely,Lifestyle and Health,Interview,unknown Podcasters,Both,Satisfied,e23704c7-f1ff-433c-a26c-f199cf6e47a0,Moderately Engaged,New User,Standard,Music,Playlists,Uplifting/Motivational,Satisfied
20-35,Female,Less than 6 months,Computer or laptop,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,classical,Morning,Uplifting and motivational,"Office hours, Study Hours, While Traveling","Playlists, Radio",3,Rarely,Health and Fitness,Conversational,unknown Podcasters,Both,Ok,184f45ec-b81e-481f-8479-3f629f87e8a3,Low Engagement,New User,Standard,Podcast,Playlists,Uplifting/Motivational,Not Satisfied
12-20,Female,6 months to 1 year,Wearable devices,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Rap,Morning,Relaxation and stress relief,While Traveling,Playlists,2,Rarely,Sports,Unknown,Well known individuals,Both,Ok,c490e374-e499-466f-b6bc-7a7944de8e80,Moderately Engaged,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
